sample_text,class,class_number,intent,sub_intent,language
What are the primary sources that discuss the applications of geometric deep learning in visual navigation for humanoid robots?,Academic Research Query,1,academic_intent,source_request,en
My puppy chews everything! Any tips for stopping this?,Casual Conversation and General Query,4,out_of_domain,pet_advice,en
คนส่วนใหญ่คิดไงเกี่ยวกับการใช้ AI ในการปรับปรุงประสิทธิภาพของระบบเครือข่ายคอมพิวเตอร์,Web Search and Current Information Query,2,web_intent,clarification_request,th
ขอบคุณมากเลยนะ! ช่วยชี้ทางไปห้องน้ำหน่อยได้ไหม?,Casual Conversation and General Query,4,out_of_domain,thanks,th
"Can you help me apply graph neural networks to real-world recommender systems, exploring both academic research and industry best practices?",Hybrid Research Query,3,hybrid_intent,help_request,en
What are the methodological implications of integrating transfer learning into multilingual models for improving cross-lingual text classification accuracy?,Academic Research Query,1,academic_intent,methodology_query,en
explainability,Academic Research Query,1,academic_intent,definition_request,en
ช่วยอธิบายว่า Generative AI ทำงานอย่างไร และมีผลกระทบต่อวิศวกรรมคอมพิวเตอร์อย่างไร?,Web Search and Current Information Query,2,web_intent,clarification_request,th
"How does recent research on neural rendering impact its applications in robotics and computer vision, and what are the current industry adoption challenges?",Hybrid Research Query,3,hybrid_intent,trend_analysis,en
ขอคำแนะนำเกี่ยวกับการประยุกต์ใช้เทคนิคการเรียนรู้ของเครื่องจักร (machine learning) ในการวิเคราะห์ข้อมูลลูกค้าเพื่อปรับปรุงประสบการณ์ผู้ใช้ในธุรกิจอีคอมเมิร์ซ,Hybrid Research Query,3,hybrid_intent,search_request,th
What are the key challenges and limitations of applying graphical models to network analysis in the context of peer-to-peer networks?,Academic Research Query,1,academic_intent,literature_review,en
"ผมกำลังศึกษา Motion Estimation บน video stream แบบ real-time ใน social media analytics, มีงานวิจัยอะไรที่เชื่อมโยงกับการประยุกต์ใช้จริงบ้าง?",Hybrid Research Query,3,hybrid_intent,help_request,th
GPT-3 รู้จัก Transformer Architecture หรือเปล่า?,Web Search and Current Information Query,2,web_intent,clarification_request,th
Can anyone explain how the new RLVR algorithm improves object detection in real-world applications?,Web Search and Current Information Query,2,web_intent,feedback_request,en
"What are the latest research papers and industry applications of embodied AI in robotics, and how are they impacting real-world solutions?",Hybrid Research Query,3,hybrid_intent,trend_analysis,en
